Loyalty Number,flights_12m,distance_12m,pts_acc_12m,pts_red_12m,dollar_red_12m,active_months,max_month_flights,recency,flights_h1,flights_h2,trend,trend_ratio,flights_l3m,redeem_ratio,avg_dist_per_flight,ever_redeemed,Salary,salary_missing,Gender,Education,Marital Status,Loyalty Card,Enrollment Type,enroll_ym,cancel_ym,CLV,Province,City,tenure_months,is_active,churn_prob,log_prob,seg_raw,segment,segment_name,card_w,fv_flights,fv_pts,future_value_score,risk_band
523288,18,20749,20749.0,1065,191,6,5,0.0,9,9,0,0.9,4,0.0513253012048192,1152.7222222222222,1,59876.0,0,Male,Bachelor,Married,Star,Standard,24149,,4347.16,Ontario,Ottawa,79,True,0.034226538744487,0.0716446365141874,0,3,Steady Flyers,1,18.0,20038.83354759064,0.3102,Low
523296,19,34372,34372.0,1076,194,7,4,0.0,7,12,5,1.5,8,0.0313036394844791,1809.0526315789475,1,73455.0,1,Male,College,Single,Star,Standard,24212,,3031.4,Ontario,Toronto,16,True,0.034226538744487,0.0093053543626127,3,2,Loyalists,1,28.5,33195.565410274496,0.4321,Low
523394,23,33176,33176.0,0,0,8,5,0.0,13,10,-3,0.7142857142857143,7,0.0,1442.4347826086955,0,95947.0,0,Male,Bachelor,Married,Star,Standard,24179,,4515.18,British Columbia,West Vancouver,49,True,0.034226538744487,0.0169678343047461,0,3,Steady Flyers,1,16.099999999999998,32040.5003506129,0.3821,Low
523642,27,32138,32138.0,0,0,11,7,0.0,11,16,5,1.3333333333333333,3,0.0,1190.2962962962963,0,73455.0,1,Female,College,Single,Star,Standard,24207,,6291.59,British Columbia,Vancouver,21,True,0.0372303748906053,0.0020196185048415,3,2,Loyalists,1,40.5,30941.49021176573,0.5303,Low
523722,19,29500,29500.0,739,133,9,6,0.0,3,16,13,4.0,6,0.0250499983051422,1552.6315789473683,1,54794.0,0,Male,Bachelor,Married,Nova,Standard,24211,,3528.04,Quebec,Quebec City,17,True,0.034226538744487,0.0047485353295784,3,2,Loyalists,2,43.7,28490.317107037637,0.5149,Low
523897,26,32338,32338.0,757,136,8,5,0.0,14,12,-2,0.8,4,0.0234082686539472,1243.7692307692307,1,73945.0,0,Female,Bachelor,Single,Nova,Standard,24162,,12157.33,Quebec,Quebec City,66,True,0.034226538744487,0.0345921638517195,3,2,Loyalists,2,20.8,31231.18219008078,0.4748,Low
523904,20,24132,24132.0,402,72,6,6,2.0,15,5,-10,0.3125,3,0.0166576886421083,1206.6,1,84988.0,0,Male,Bachelor,Married,Aurora,Standard,24183,,10656.88,New Brunswick,Moncton,45,True,0.0360487981038529,0.0280937545659587,0,3,Steady Flyers,3,4.0,23262.07040415782,0.3474,Low
523979,9,9859,9859.0,0,0,2,5,0.0,0,9,9,9.0,9,0.0,1095.4444444444443,0,58894.0,0,Male,Bachelor,Married,Aurora,Standard,24224,,8267.12,Ontario,Toronto,4,True,0.0844586504857105,0.1020839199755706,2,5,Casual / Emerging,3,17.099999999999998,9026.32216486138,0.3281,Low
524055,19,32651,32651.0,529,95,7,4,0.0,6,13,7,1.8571428571428568,10,0.0162011515374249,1718.4736842105262,1,93982.0,0,Male,Bachelor,Single,Aurora,Standard,24155,,22986.15,Ontario,Toronto,73,True,0.034226538744487,0.0553589926368831,3,2,Loyalists,3,32.3,31533.46928345376,0.675,Low
524234,26,37961,37961.0,0,0,8,6,0.0,13,13,0,0.9285714285714286,2,0.0,1460.0384615384614,0,51026.0,0,Male,Bachelor,Divorced,Aurora,Standard,24151,,5520.15,Ontario,Ottawa,77,True,0.0354399946591926,0.0323688938404982,0,3,Steady Flyers,3,26.0,36615.66236274239,0.4646,Low
524379,7,12060,12060.0,0,0,3,4,2.0,4,3,-1,0.6,2,0.0,1722.857142857143,0,73455.0,1,Male,College,Single,Star,Standard,24160,,5107.62,Ontario,Toronto,68,True,0.0360487981038529,0.1557281511673352,0,3,Steady Flyers,1,6.3,11625.251494867534,0.2204,Low
524483,25,40760,40760.0,1016,183,7,6,0.0,19,6,-13,0.3,6,0.0249257869041485,1630.4,1,67447.0,0,Female,Bachelor,Married,Star,Standard,24180,,4576.76,British Columbia,Vancouver,48,True,0.034226538744487,0.0145750188352141,3,2,Loyalists,1,5.0,39364.92628077471,0.3135,Low
524586,8,15280,15280.0,0,0,3,4,3.0,7,1,-6,0.125,0,0.0,1910.0,0,62276.0,0,Female,Bachelor,Married,Nova,Standard,24212,,11610.25,Quebec,Montreal,16,True,0.0371227239315998,0.0365978034581758,2,5,Casual / Emerging,2,3.2,14712.764778325156,0.2783,Low
524951,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,75918.0,0,Female,Bachelor,Single,Aurora,Standard,24228,,10272.61,Ontario,Toronto,0,False,0.0310624917774999,0.2248979512225636,4,4,At-Risk Lapsed,3,0.0,0.0,0.2155,Low
525129,27,38622,38622.0,770,139,9,5,0.0,14,13,-1,0.8666666666666667,8,0.0199363073816119,1430.4444444444443,1,73455.0,1,Female,College,Married,Nova,Standard,24162,,5171.27,British Columbia,West Vancouver,66,True,0.034226538744487,0.0331501301830187,3,2,Loyalists,2,24.3,37300.10262061042,0.4577,Low
525188,13,14438,14438.0,599,108,4,5,3.0,9,4,-5,0.4,0,0.0414848673730867,1110.6153846153843,1,87493.0,0,Male,Bachelor,Divorced,Nova,Standard,24168,,5515.25,Ontario,Kingston,60,True,0.0371227239315998,0.1027629144654239,0,3,Steady Flyers,2,6.5,13902.022111875562,0.2645,Low
525202,3,7086,7086.0,0,0,1,3,0.0,0,3,3,3.0,3,0.0,2362.0,0,47802.0,0,Female,Bachelor,Single,Star,Standard,24227,,7894.5,Yukon,Whitehorse,1,True,0.0343621534348746,0.0491963054229008,2,5,Casual / Emerging,1,3.9,6842.509780760479,0.1868,Low
525245,14,21488,32232.0,371,67,3,6,2.0,4,10,6,2.0,6,0.0115099432258865,1534.857142857143,1,45962.0,0,Male,Bachelor,Married,Star,2018 Promotion,24219,,2402.33,British Columbia,Victoria,9,True,0.0387111209216091,0.0162521718244411,2,5,Casual / Emerging,1,22.4,30984.26315045469,0.352,Low
525246,20,29361,29361.0,0,0,8,5,0.0,15,5,-10,0.3125,1,0.0,1468.05,0,73455.0,1,Female,College,Single,Star,Standard,24203,,9602.08,Quebec,Montreal,25,True,0.0354399946591926,0.0062541495111266,0,3,Steady Flyers,1,4.0,28320.44631681145,0.314,Low
525508,54,110238,165357.0,0,0,7,24,3.0,30,24,-6,0.7741935483870968,0,0.0,2041.4444444444443,0,81923.0,0,Female,Bachelor,Single,Nova,2018 Promotion,24219,,12759.28,Ontario,Ottawa,9,True,0.0389946766499963,1.266336136664178e-05,1,1,Champions,2,21.6,158908.95725318656,0.6169,Low
525525,4,6968,6968.0,0,0,4,1,0.0,2,2,0,0.6666666666666666,2,0.0,1742.0,0,94801.0,0,Female,Bachelor,Divorced,Nova,Standard,24153,,2795.74,Saskatchewan,Regina,75,True,0.0372091197091606,0.2085591387046199,0,3,Steady Flyers,2,4.0,6708.7268538665685,0.2014,Low
525548,28,32649,32649.0,710,128,10,5,0.0,12,16,4,1.2307692307692308,9,0.0217457886676875,1166.0357142857142,1,74830.0,0,Female,Bachelor,Married,Nova,Standard,24192,,11747.65,Quebec,Montreal,36,True,0.034226538744487,0.0101097806712309,3,2,Loyalists,2,39.2,31531.537736531245,0.5921,Low
525579,17,27534,27534.0,0,0,6,4,0.0,10,7,-3,0.6363636363636364,3,0.0,1619.6470588235295,0,60353.0,0,Male,Bachelor,Divorced,Nova,Standard,24194,,7501.66,Ontario,Thunder Bay,34,True,0.0354399946591926,0.022282918024653,0,3,Steady Flyers,2,11.9,26558.195187053792,0.3431,Low
525612,24,34268,34268.0,0,0,7,6,1.0,11,13,2,1.0833333333333333,1,0.0,1427.8333333333333,0,84190.0,0,Female,Bachelor,Divorced,Aurora,Standard,24172,,32474.77,Ontario,Kingston,56,True,0.0360487981038529,0.0254799369693355,0,3,Steady Flyers,3,28.8,33032.67978657717,0.6492,Low
525740,17,36407,36407.0,1300,234,7,5,1.0,9,8,-1,0.8,1,0.0357064381454625,2141.5882352941176,1,52765.0,0,Female,Bachelor,Married,Nova,Standard,24178,,10552.43,Quebec,Montreal,50,True,0.0360487981038529,0.0161880341853957,0,3,Steady Flyers,2,15.3,35094.57140743303,0.4202,Low
525765,29,49557,49557.0,0,0,10,6,1.0,13,16,3,1.1428571428571428,2,0.0,1708.8620689655172,0,55093.0,0,Female,Bachelor,Married,Star,Standard,24196,,7685.4,Quebec,Montreal,32,True,0.0360487981038529,0.0034160989441779,3,2,Loyalists,1,37.7,47770.529712367366,0.5756,Low
525918,22,39700,39700.0,538,97,9,5,0.0,12,10,-2,0.7692307692307693,5,0.01355129593713,1804.5454545454545,1,63818.0,0,Female,Bachelor,Married,Aurora,Standard,24215,,8624.92,British Columbia,Vancouver,13,True,0.034226538744487,0.0024792397814366,3,2,Loyalists,3,17.6,38341.206411843865,0.4577,Low
526020,46,71620,107430.0,0,0,5,16,1.0,32,14,-18,0.4242424242424242,6,0.0,1556.9565217391305,0,73455.0,1,Male,College,Divorced,Star,2018 Promotion,24220,,25030.89,Ontario,Kingston,8,True,0.0365752650449421,0.0008410026631041,3,2,Loyalists,1,9.2,103500.71927622186,0.5955,Low
526064,16,22580,22580.0,0,0,5,5,1.0,3,13,10,3.25,5,0.0,1411.25,0,96360.0,0,Male,Bachelor,Married,Aurora,Standard,24221,,5174.08,Yukon,Whitehorse,7,True,0.0752957367293018,0.01755816384885,2,5,Casual / Emerging,3,32.0,20879.822264652365,0.4795,Low
526094,30,48528,48528.0,0,0,9,6,0.0,13,17,4,1.2142857142857142,5,0.0,1617.6,0,61097.0,0,Male,Bachelor,Married,Nova,Standard,24201,,47155.63,British Columbia,Vancouver,27,True,0.034226538744487,0.0055708170589745,3,2,Loyalists,2,42.0,46867.05452780754,0.7519,Low
526164,18,25808,25808.0,0,0,7,4,2.0,10,8,-2,0.7272727272727273,4,0.0,1433.7777777777778,0,56056.0,0,Male,High School or Below,Divorced,Nova,Standard,24176,,4196.26,Alberta,Edmonton,52,True,0.0348152493205827,0.040881395651502,0,3,Steady Flyers,2,14.4,24909.488045534403,0.3183,Low
526165,24,37057,37057.0,0,0,9,5,1.0,10,14,4,1.2727272727272727,4,0.0,1544.0416666666667,0,73455.0,1,Female,College,Married,Nova,Standard,24201,,9657.58,British Columbia,Vancouver,27,True,0.0348152493205827,0.009170909466662,3,2,Loyalists,2,33.599999999999994,35766.85130592717,0.5526,Low
526222,18,26287,26287.0,936,169,6,4,0.0,9,9,0,0.9,2,0.0356055995130858,1460.388888888889,1,104140.0,0,Female,Bachelor,Married,Star,Standard,24207,,15777.89,Nova Scotia,Halifax,21,True,0.0354399946591926,0.0120027506723902,0,3,Steady Flyers,1,18.0,25355.388860393807,0.4779,Low
526316,17,32335,32335.0,0,0,6,5,0.0,7,10,3,1.25,8,0.0,1902.058823529412,0,73455.0,1,Female,College,Single,Nova,Standard,24204,,4660.01,British Columbia,Vancouver,24,True,0.034226538744487,0.0145686724653756,2,5,Casual / Emerging,2,22.1,31228.28486969701,0.4143,Low
526344,23,34372,34372.0,1963,353,7,6,0.0,7,16,9,2.0,8,0.0571087772379483,1494.4347826086955,1,70475.0,0,Female,Bachelor,Married,Aurora,Standard,24217,,7089.68,British Columbia,Whistler,11,True,0.034226538744487,0.0064114249831233,3,2,Loyalists,3,43.7,33195.565410274496,0.5979,Low
526349,21,32005,32005.0,1009,182,8,5,0.0,8,13,5,1.4444444444444444,2,0.0315253389989376,1524.047619047619,1,78641.0,0,Female,Bachelor,Married,Aurora,Standard,24152,,7069.74,British Columbia,West Vancouver,76,True,0.0354399946591926,0.031598419963172,3,2,Loyalists,3,31.5,30870.74297093254,0.5172,Low
526374,26,40101,40101.0,659,119,9,4,0.0,12,14,2,1.0769230769230769,5,0.0164330956062041,1542.3461538461538,1,68448.0,0,Female,Bachelor,Married,Star,Standard,24200,,7597.91,Ontario,Toronto,28,True,0.034226538744487,0.0068017732917618,3,2,Loyalists,1,31.2,38728.48156980733,0.5089,Low
526479,2,1094,1094.0,0,0,1,2,2.0,0,2,2,2.0,2,0.0,547.0,0,49839.0,0,Male,Bachelor,Divorced,Nova,Standard,24225,,2834.65,Ontario,Toronto,3,True,0.0884307280637802,0.0676552535820855,2,5,Casual / Emerging,2,2.4,997.2567834982244,0.1258,Low
526481,5,9787,9787.0,800,144,4,2,6.0,5,0,-5,0.0,0,0.0817327339599509,1957.4,1,95979.0,0,Female,Bachelor,Married,Aurora,Standard,24186,,11986.59,Alberta,Peace River,42,True,0.0697293473497921,0.1189132784682221,0,3,Steady Flyers,3,2.5,9104.558877487583,0.3031,Low
526508,23,31620,31620.0,447,80,7,5,0.0,9,14,5,1.4,8,0.0141361753265235,1374.7826086956522,1,73455.0,1,Male,College,Single,Star,Standard,24192,,1940.98,New Brunswick,Moncton,36,True,0.034226538744487,0.0185545040592583,3,2,Loyalists,1,34.5,30537.75684489932,0.4502,Low
526579,17,26253,26253.0,0,0,6,4,4.0,11,6,-5,0.5,0,0.0,1544.2941176470588,0,96898.0,0,Female,Bachelor,Married,Nova,Standard,24175,,2818.31,Quebec,Montreal,53,True,0.0497290169902855,0.0683557910825099,0,3,Steady Flyers,2,8.5,24947.464116954037,0.3063,Low
526586,29,60748,60748.0,498,90,9,6,1.0,16,13,-3,0.7647058823529411,1,0.0081976658051984,2094.758620689656,1,50337.0,0,Male,Bachelor,Married,Nova,Standard,24193,,4683.44,Ontario,Kingston,35,True,0.0360487981038529,0.0040301255598169,3,2,Loyalists,2,20.3,58558.10761278715,0.4915,Low
526629,44,49002,73503.0,424,76,4,16,1.0,0,44,44,44.0,6,0.0057683935568132,1113.6818181818182,1,32158.0,0,Male,Bachelor,Married,Star,2018 Promotion,24218,,6817.43,Quebec,Montreal,10,True,0.0519183175361076,0.894314555744652,1,1,Champions,1,132.0,69686.84790614348,0.7593,Low
526644,29,38930,38930.0,938,168,11,4,0.0,12,17,5,1.3076923076923077,8,0.0240939097377411,1342.4137931034484,1,195322.0,0,Female,Doctor,Single,Star,Standard,24180,,4679.98,Ontario,Ottawa,48,True,0.034226538744487,0.0106408397856546,3,2,Loyalists,1,43.5,37597.56084667712,0.5925,Low
526663,14,22922,22922.0,1078,194,7,3,1.0,8,6,-2,0.6666666666666666,6,0.0470270034463202,1637.2857142857142,1,45384.0,0,Male,High School or Below,Married,Star,Standard,24189,,4726.87,Quebec,Montreal,39,True,0.0387111209216091,0.0196525474330833,3,2,Loyalists,1,11.2,22034.663686234875,0.2641,Low
526747,26,39752,39752.0,1207,217,9,5,0.0,15,11,-4,0.6875,6,0.0303624883656579,1528.923076923077,1,99092.0,0,Male,Bachelor,Married,Aurora,Standard,24182,,5093.38,Ontario,Kingston,46,True,0.034226538744487,0.0112657485504898,3,2,Loyalists,3,15.6,38391.42663182916,0.4461,Low
526765,32,53602,53602.0,374,67,10,6,0.0,11,21,10,1.75,8,0.006977221424174,1675.0625,1,62237.0,0,Female,Bachelor,Married,Nova,Standard,24207,,5443.76,Ontario,Trenton,21,True,0.034226538744487,0.0031542255219972,3,2,Loyalists,2,64.0,51767.38907021801,0.751,Low
526784,25,40385,40385.0,0,0,9,6,0.0,12,13,1,1.0,7,0.0,1615.4,0,75891.0,0,Male,Master,Divorced,Nova,Standard,24199,,10083.49,British Columbia,Whistler,29,True,0.034226538744487,0.0064894988671653,3,2,Loyalists,2,27.500000000000004,39002.761232803896,0.5325,Low
526822,19,23326,23326.0,0,0,7,6,5.0,13,6,-7,0.4285714285714285,0,0.0,1227.6842105263158,0,92853.0,0,Male,Bachelor,Married,Nova,Standard,24197,,5079.84,British Columbia,Vancouver,31,True,0.0457382114462912,0.0223317273416635,0,3,Steady Flyers,2,5.700000000000001,22259.11047980381,0.2942,Low
526867,7,13799,13799.0,0,0,3,4,0.0,0,7,7,7.0,5,0.0,1971.2857142857144,0,79568.0,0,Male,Bachelor,Married,Nova,Standard,24224,,4529.06,British Columbia,Vancouver,4,True,0.0819697524678136,0.0625446797197316,2,5,Casual / Emerging,2,11.9,12667.89938569664,0.278,Low
527004,13,21268,21268.0,397,71,6,4,1.0,7,6,-1,0.75,2,0.0186656636419201,1636.0,1,73455.0,1,Female,College,Married,Star,Standard,24207,,15672.7,Ontario,Toronto,21,True,0.0360487981038529,0.0131947918756124,0,3,Steady Flyers,1,11.7,20501.314161927257,0.3876,Low
527067,24,32506,32506.0,812,146,9,4,2.0,15,9,-6,0.5625,3,0.0249792352416402,1354.4166666666667,1,77668.0,0,Female,Bachelor,Divorced,Nova,Standard,24196,,2811.96,British Columbia,Vancouver,32,True,0.0360487981038529,0.013653610525927,0,3,Steady Flyers,2,9.6,31334.19776883616,0.321,Low
527090,7,15007,15007.0,475,86,2,4,0.0,0,7,7,7.0,7,0.0316497867803838,2143.8571428571427,1,58714.0,0,Female,Bachelor,Married,Star,Standard,24226,,2486.06,Ontario,Toronto,2,True,0.0844586504857105,0.0627690228171913,2,5,Casual / Emerging,1,11.9,13739.52903216094,0.2273,Low
527194,9,9815,9815.0,0,0,5,3,1.0,4,5,1,1.0,3,0.0,1090.5555555555557,0,73455.0,1,Female,College,Single,Star,Standard,24221,,17966.29,British Columbia,Vancouver,7,True,0.0637987902531597,0.0157265746587748,2,5,Casual / Emerging,1,9.9,9188.814873665238,0.3512,Low
527235,18,28771,28771.0,1742,313,8,5,0.0,12,6,-6,0.4615384615384615,3,0.0605449742805505,1598.388888888889,1,72656.0,0,Female,Bachelor,Divorced,Star,Standard,24152,,10963.96,British Columbia,Vancouver,76,True,0.0354399946591926,0.0262415249998388,3,2,Loyalists,1,7.2,27751.35591366037,0.3441,Low
527244,18,23615,23615.0,0,0,6,4,0.0,4,14,10,2.8,9,0.0,1311.9444444444443,0,73455.0,1,Male,College,Single,Nova,Standard,24216,,6227.37,Quebec,Montreal,12,True,0.034226538744487,0.0237916694839505,2,5,Casual / Emerging,2,36.0,22806.74028754894,0.4845,Low
527337,22,39754,39754.0,639,115,9,4,0.0,12,10,-2,0.7692307692307693,7,0.0160734498805181,1807.0,1,113007.0,0,Male,Master,Single,Star,Standard,24195,,5285.27,Alberta,Calgary,33,True,0.034226538744487,0.0068911305712966,3,2,Loyalists,1,17.6,38393.35817875167,0.4338,Low
527565,10,10315,10315.0,447,80,3,6,4.0,4,6,2,1.2,0,0.0433307483520744,1031.5,1,73455.0,1,Female,College,Married,Nova,Standard,24193,,8304.69,British Columbia,West Vancouver,35,True,0.0457382114462912,0.0668221735021902,2,5,Casual / Emerging,2,12.0,9843.210348931509,0.2959,Low
527582,25,47042,47042.0,331,60,8,6,0.0,12,13,1,1.0,4,0.0070361158939693,1881.68,1,83139.0,0,Female,Bachelor,Divorced,Nova,Standard,24149,,7366.19,Ontario,Toronto,79,True,0.034226538744487,0.0252551450908581,0,3,Steady Flyers,2,27.500000000000004,45431.91516438184,0.5405,Low
527622,24,38349,38349.0,1425,256,8,5,0.0,8,16,8,1.7777777777777777,5,0.0371577574967405,1597.875,1,59023.0,0,Male,Bachelor,Married,Star,Standard,24194,,4719.76,Ontario,Toronto,34,True,0.034226538744487,0.0096022639108083,3,2,Loyalists,1,43.2,37036.44646568767,0.5444,Low
527640,17,30111,30111.0,0,0,7,5,0.0,7,10,3,1.25,1,0.0,1771.235294117647,0,68435.0,0,Female,Bachelor,Married,Aurora,Standard,24163,,5432.86,Quebec,Montreal,65,True,0.0354399946591926,0.0252051038153177,0,3,Steady Flyers,3,22.1,29043.86632081705,0.4245,Low
527712,16,23526,23526.0,1579,285,7,5,1.0,7,9,2,1.125,3,0.0671143792238704,1470.375,1,73455.0,1,Male,College,Single,Star,Standard,24194,,8621.19,British Columbia,Victoria,34,True,0.0360487981038529,0.0138578108029845,3,2,Loyalists,1,19.2,22677.91597580876,0.3805,Low
527773,18,25482,25482.0,0,0,6,5,0.0,4,14,10,2.8,7,0.0,1415.6666666666667,0,62283.0,0,Female,High School or Below,Married,Nova,Standard,24191,,3508.57,Saskatchewan,Regina,37,True,0.034226538744487,0.0279605936065519,2,5,Casual / Emerging,2,36.0,24609.839339712984,0.4564,Low
527838,26,43482,43482.0,0,0,10,5,0.0,12,14,2,1.0769230769230769,5,0.0,1672.3846153846157,0,73455.0,1,Female,College,Married,Nova,Standard,24177,,6940.07,British Columbia,Vancouver,51,True,0.034226538744487,0.0113557950203474,3,2,Loyalists,2,31.2,41993.761642312216,0.5375,Low
527941,25,43870,43870.0,341,61,7,6,0.0,12,13,1,1.0,6,0.0077727884023614,1754.8,1,86414.0,0,Female,Bachelor,Married,Star,Standard,24157,,10014.03,Newfoundland,St. John's,71,True,0.034226538744487,0.0262258918794912,3,2,Loyalists,1,27.500000000000004,42368.48174527936,0.5387,Low
528055,26,30458,30458.0,0,0,10,5,0.0,11,15,4,1.25,6,0.0,1171.4615384615386,0,73455.0,1,Male,College,Single,Star,Standard,24201,,7600.03,Nova Scotia,Halifax,27,True,0.034226538744487,0.0065761063684603,3,2,Loyalists,1,36.4,29415.528082920417,0.5096,Low
528074,0,0,0.0,0,0,0,0,12.0,0,0,0,0.0,0,0.0,0.0,0,103558.0,0,Female,Bachelor,Single,Star,Standard,24154,,4928.0,British Columbia,Victoria,74,False,0.4979887436893953,0.7501119820878768,4,4,At-Risk Lapsed,1,0.0,0.0,0.1595,High
528122,24,29796,29796.0,419,75,8,5,0.0,9,15,6,1.5,7,0.014061818303856,1241.5,1,64729.0,0,Male,Bachelor,Married,Star,Standard,24160,,2466.38,Quebec,Montreal,68,True,0.034226538744487,0.0354950424621888,3,2,Loyalists,1,38.400000000000006,28776.186051569264,0.4648,Low
528160,17,25665,25665.0,0,0,6,6,2.0,9,8,-1,0.8,1,0.0,1509.7058823529412,0,95584.0,0,Male,Bachelor,Married,Nova,Standard,24203,,5963.17,Nova Scotia,Halifax,25,True,0.0360487981038529,0.0135949482626598,0,3,Steady Flyers,2,15.3,24739.807596664617,0.3769,Low
528173,23,35843,35843.0,1070,193,9,5,0.0,14,9,-5,0.6,7,0.0298515790648365,1558.391304347826,1,57150.0,0,Male,Bachelor,Single,Star,Standard,24201,,6369.26,New Brunswick,Fredericton,27,True,0.034226538744487,0.0045880018024449,3,2,Loyalists,1,11.5,34616.21817178135,0.343,Low
528226,24,36662,36662.0,1012,182,8,4,0.0,6,18,12,2.571428571428572,7,0.0276027602760276,1527.5833333333333,1,48521.0,0,Female,Bachelor,Divorced,Aurora,Standard,24175,,19160.99,Nova Scotia,Halifax,53,True,0.0380591305460488,0.0294151262101889,3,2,Loyalists,3,52.8,35266.67615592076,0.7546,Low
528229,10,11154,11154.0,725,131,5,3,2.0,6,4,-2,0.5714285714285714,1,0.0649932765575974,1115.4,1,73455.0,1,Female,College,Single,Star,Standard,24151,,5001.53,Ontario,Toronto,77,True,0.0360487981038529,0.1360617364943929,0,3,Steady Flyers,1,8.0,10751.911705949626,0.2269,Low
528260,14,21862,21862.0,512,92,4,4,0.0,0,14,14,14.0,7,0.0234185610391986,1561.571428571429,1,73455.0,1,Female,College,Single,Star,Standard,24222,,7583.96,Quebec,Montreal,6,True,0.1013647653027756,0.1666738558185504,2,5,Casual / Emerging,1,33.6,19645.96350095072,0.4519,Medium
528331,18,24687,24687.0,741,134,5,5,1.0,6,12,6,1.7142857142857142,7,0.0300145819831497,1371.5,1,84752.0,0,Male,Bachelor,Married,Star,Standard,24181,,2549.79,British Columbia,Vancouver,47,True,0.0348152493205827,0.0473045594720071,3,2,Loyalists,1,28.8,23827.51594002277,0.4025,Low
528332,25,32152,32152.0,698,126,7,7,0.0,13,12,-1,0.8571428571428571,1,0.021708705253009,1286.08,1,73455.0,1,Female,College,Married,Nova,Standard,24190,,2993.02,Ontario,Toronto,38,True,0.0372303748906053,0.0136834061945485,0,3,Steady Flyers,2,22.5,30954.96898651726,0.4006,Low
528363,20,27430,27430.0,340,61,8,5,1.0,6,14,8,2.0,1,0.0123947358827603,1371.5,1,73455.0,1,Male,College,Single,Star,Standard,24213,,6220.77,Quebec,Tremblant,15,True,0.0360487981038529,0.0061829203839009,2,5,Casual / Emerging,1,36.0,26441.18146801132,0.4824,Low
528413,10,14223,14223.0,370,67,6,3,0.0,9,1,-8,0.1,1,0.0260123734533183,1422.3,1,67219.0,0,Male,Bachelor,Married,Star,Standard,24187,,30061.69,Ontario,Toronto,41,True,0.0354399946591926,0.0200657059877249,0,3,Steady Flyers,1,2.0,13718.936955962305,0.3485,Low
528447,41,61215,61215.0,456,82,12,8,0.0,17,24,7,1.3333333333333333,10,0.0074490329325666,1493.0487804878048,1,94259.0,0,Male,Bachelor,Single,Nova,Standard,24202,,8080.95,Ontario,Sudbury,26,True,0.0359579021236971,0.0017177314218138,3,2,Loyalists,2,69.7,59013.837021497886,0.8346,Low
528693,15,28225,28225.0,296,53,6,4,0.0,4,11,7,2.2,3,0.0104867852334726,1881.6666666666667,1,57584.0,0,Male,Bachelor,Divorced,Aurora,Standard,24156,,5768.09,Ontario,Toronto,72,True,0.0354399946591926,0.0616663938916387,0,3,Steady Flyers,3,25.5,27224.70615074429,0.4319,Low
528697,5,5636,5636.0,423,76,3,2,0.0,0,5,5,5.0,3,0.0750399148483235,1127.2,1,49831.0,0,Female,Bachelor,Single,Star,Standard,24217,,2659.34,Ontario,Toronto,11,True,0.0528034961998759,0.0493733786115883,2,5,Casual / Emerging,1,7.5,5338.3994954175,0.1581,Low
528712,16,21617,21617.0,0,0,8,5,1.0,9,7,-2,0.7,2,0.0,1351.0625,0,88252.0,0,Female,Bachelor,Single,Star,Standard,24210,,6769.0,British Columbia,Vancouver,18,True,0.0360487981038529,0.0044634840880755,0,3,Steady Flyers,1,12.8,20837.733131389014,0.3288,Low
528809,18,29049,29049.0,1699,306,7,5,2.0,11,7,-4,0.5833333333333334,3,0.0584853700516351,1613.8333333333333,1,56267.0,0,Male,Bachelor,Married,Star,Standard,24178,,8723.67,Quebec,Montreal,50,True,0.0360487981038529,0.022667674932474,3,2,Loyalists,1,10.8,28001.81846388118,0.3324,Low
528985,17,28020,28020.0,0,0,7,5,0.0,8,9,1,1.0,1,0.0,1648.235294117647,0,57394.0,0,Male,Bachelor,Married,Star,Standard,24197,,9935.17,Quebec,Montreal,31,True,0.0354399946591926,0.0083958371286883,0,3,Steady Flyers,1,18.700000000000003,27026.971349649422,0.3917,Low
529085,24,33383,33383.0,0,0,9,4,0.0,15,9,-6,0.5625,3,0.0,1390.9583333333333,0,64864.0,0,Female,Bachelor,Married,Nova,Standard,24154,,23207.27,Ontario,Toronto,74,True,0.0354399946591926,0.0379715128433135,0,3,Steady Flyers,2,9.6,32199.906658292173,0.4868,Low
529098,19,30623,30623.0,1215,219,9,4,1.0,7,12,5,1.5,4,0.0396747648902821,1611.7368421052631,1,73455.0,1,Female,College,Divorced,Star,Standard,24214,,3974.86,British Columbia,Vancouver,14,True,0.0348152493205827,0.005424408299978,3,2,Loyalists,1,28.5,29556.8526200558,0.426,Low
529106,20,21908,21908.0,0,0,7,6,0.0,15,5,-10,0.3125,3,0.0,1095.4,0,72409.0,0,Male,Bachelor,Married,Aurora,Standard,24191,,5380.9,Ontario,Toronto,37,True,0.0354399946591926,0.0130255762064839,0,3,Steady Flyers,3,4.0,21131.58059700641,0.2788,Low
529140,17,26545,26545.0,441,79,8,5,0.0,7,10,3,1.25,7,0.0166126723423491,1561.470588235294,1,84616.0,0,Female,Bachelor,Married,Nova,Standard,24194,,5864.38,Quebec,Quebec City,34,True,0.034226538744487,0.0089856398014471,3,2,Loyalists,2,22.1,25636.456529027597,0.4133,Low
